file_name,Dataset,PDB_ID,Antigen_name,Source,Model,Mutation,Type,Input_Type,Spearman,AUC,MCC,NDCG,AP
AbDesign_1BVK_ABC__genbio-ai__AIDO.Protein-16B__3b55cf2c__wt__fp16__focus0,AbDesign,1BVK,ABC__genbio-ai__AIDO.Protein-16B__3b55cf2c__wt__fp16_,,AIDO.Protein-16B,,0,wt,0.125910931174089,0.5785714285714285,-0.1142857142857142,0.6949170335322324,0.1537393162393162
AbDesign_1MLC_ABE__genbio-ai__AIDO.Protein-16B__3b55cf2c__wt__fp16__focus0,AbDesign,1MLC,ABE__genbio-ai__AIDO.Protein-16B__3b55cf2c__wt__fp16_,,AIDO.Protein-16B,,0,wt,-0.1368710219380025,0.3416666666666666,-0.15,0.3316654659374192,0.1501831501831501
AbDesign_2NYY_ACD__genbio-ai__AIDO.Protein-16B__3b55cf2c__wt__fp16__focus0,AbDesign,2NYY,ACD__genbio-ai__AIDO.Protein-16B__3b55cf2c__wt__fp16_,,AIDO.Protein-16B,,0,wt,0.0482086327365665,0.3333333333333332,-0.1980295085953348,0.8004600096093507,0.1613876319758672
AbDesign_6NMS_HLS__genbio-ai__AIDO.Protein-16B__3b55cf2c__wt__fp16__focus0,AbDesign,6NMS,HLS__genbio-ai__AIDO.Protein-16B__3b55cf2c__wt__fp16_,,AIDO.Protein-16B,,0,wt,-0.3221428571428571,0.3909090909090909,-0.1136363636363636,0.2126012326645574,0.1189464113092332
AbDesign_7KF0_HLV__genbio-ai__AIDO.Protein-16B__3b55cf2c__wt__fp16__focus0,AbDesign,7KF0,HLV__genbio-ai__AIDO.Protein-16B__3b55cf2c__wt__fp16_,,AIDO.Protein-16B,,0,wt,-0.2408724513987671,0.409090909090909,-0.1212121212121212,0.3939274822181219,0.146074646074646
AbDesign_1YY9_ACD__genbio-ai__AIDO.Protein-16B__3b55cf2c__wt__fp16__focus0,AbDesign,1YY9,ACD__genbio-ai__AIDO.Protein-16B__3b55cf2c__wt__fp16_,,AIDO.Protein-16B,,0,wt,-0.0011315421330794,0.5701754385964913,-0.1578947368421052,0.1671735800686575,0.2166666666666666
AbDesign_2YSS_ABC__genbio-ai__AIDO.Protein-16B__3b55cf2c__wt__fp16__focus0,AbDesign,2YSS,ABC__genbio-ai__AIDO.Protein-16B__3b55cf2c__wt__fp16_,,AIDO.Protein-16B,,0,wt,-0.1011796733212341,0.5098039215686275,0.0686274509803921,0.621518423443807,0.1521345658339661
AbDesign_3HFM_HLY__genbio-ai__AIDO.Protein-16B__3b55cf2c__wt__fp16__focus0,AbDesign,3HFM,HLY__genbio-ai__AIDO.Protein-16B__3b55cf2c__wt__fp16_,,AIDO.Protein-16B,,0,wt,-0.0621836631084465,0.4904761904761904,-0.1319909193371136,0.3206411749044244,0.1316883116883117
AbDesign_3N85_AHL__genbio-ai__AIDO.Protein-16B__3b55cf2c__wt__fp16__focus0,AbDesign,3N85,AHL__genbio-ai__AIDO.Protein-16B__3b55cf2c__wt__fp16_,,AIDO.Protein-16B,,0,wt,0.0790277206784084,0.1875,-0.1666666666666666,0.7368421052631579,0.1825396825396825
AbDesign_3NGB_GHL__genbio-ai__AIDO.Protein-16B__3b55cf2c__wt__fp16__focus0,AbDesign,3NGB,GHL__genbio-ai__AIDO.Protein-16B__3b55cf2c__wt__fp16_,,AIDO.Protein-16B,,0,wt,-0.0439954844010376,0.4113475177304965,0.0602836879432624,0.5528194267423879,0.1301416373000813
